title,rating,stars
情定三生,4.0分,"主演杨蓉,蒲巴甲,张萌,朱一龙"
人间浮尘,5.0分,"主演聂远,曾黎,王子文"
十八罗汉,3.0分,"主演何润东,焦恩俊,戴娇倩"
公主驾到,2.0分,"主演方妍心,沈世朋,王璐鑫,郑惜月"
旗袍旗袍,1.0分,"主演侯勇,张翰,蒋林静,刘佩琦"
王贵与安娜,3.0分,"主演林永健,海清,奚美娟,涂松岩"
钻石王老五的艰难爱情,3.0分,"主演邓超,车晓,印小天,杜江"
刀锋1937,2.0分,"主演寇世勋,叶童,孙红雷,钱勇夫"
鹿鼎记韩栋版,4.0分,"主演韩栋,张檬,贾青,吴倩"
士兵突击,3.6分,"主演王宝强,陈思诚,段奕宏,张译"
我的绝密生涯,5.0分,"主演吴刚,黄志忠,左小青,郑伟"
武神赵子龙,2.0分,"主演林更新,林允儿,贾青,邹兆龙"
战火兵魂,2.0分,"主演孙逊,尤勇,高峰,冯恩鹤"
侦探成旭之龙城岁月,3.0分,"主演于荣光,甘婷婷,午马,刘牧"
侦探成旭之千年迷局,3.0分,"主演于荣光,王力可,唐于鸿,许凝"
真命小和尚,1.0分,"主演曹骏,淳于珊珊,陈天文,向云"
真命小和尚之十二铜人,3.0分,"主演曹骏,陈天文"
小女花不弃,2.0分,"主演林依晨,张彬彬,林柏宏"
众王驾到,3.5分,"主演代文雯,高泰宇,刘钊宏,高基才"
恶魔少爷宠妻指南,4.0分,主演贾征宇 余心恬 朱俊玮 汤志伟 钟欣凌
风流少年唐伯虎,1.0分,"主演黄晓明,何美钿,郑家榆,冯雷"
三个奶爸,2.0分,"主演李晨,张歆艺,陈赫,田雷"
胭脂雪,1.0分,"主演范冰冰,霍建华,刘雪华,于小伟"
启航,3.0分,"主演果靖霖,姚刚,刘威,郭家铭"
星火燎原之云雾街,5.0分,"主演张桐,杨若兮,王劲松,班嘉佳"
天衣无缝,1.0分,"主演秦俊杰,徐璐,陆毅,胡海锋"
赤松山魂,4.0分,"主演唐国强,林青,刘冠翔,李沅纯"
封神榜1989,3.0分,"主演梁丽,张续成,唐远之"
游泳先生白茶夫妇甜宠版,2.0分,主演鞠婧祎 披拉·尼迪裴善官 胡兵
人间灶王,1.0分,"主演范冰冰,颜彼德,洪欣"
绝世高手之大侠卢小鱼,3.0分,"主演卢正雨,马可,蒋宏杰"
红色通缉,2.0分,主演内详
我的冤家住对门,2.0分,"主演陈赫,王鸥,包贝尔,张瑞涵"
东北剿匪记,2.0分,"主演游大庆,覃文静,杨洪武,孙耀琦"
夺子战争,3.0分,"主演马苏,傅艺伟,钱泳辰,罗刚"
好家伙,4.0分,"主演张译,李晨,杨新鸣,赵志君"
户口,1.0分,"主演刘欣,李梦男,邵峰"
血刃,1.0分,"主演于震,庹宗华"
不是钱的事,2.0分,"主演赵本山,小沈阳,于月仙,唐鉴军"
匆匆那年,3.5分,"主演杨玏,何泓姗,白敬亭,杜维瀚"
大宅门,4.0分,"主演斯琴高娃,刘佩琦,陈宝国,蒋雯丽"
断奶,5.0分,"主演佟丽娅,雷佳音,罗晋,林源"
焦裕禄,1.0分,"主演王洛勇,颜丙燕,高志强,李立群"
军人机密,5.0分,"主演王学圻,刘蓓,王彤,李光洁"
奶娘,2.0分,"主演郭珍霓,张佳楠,杨紫茳,须乾"
孙中山,2.0分,"主演赵文瑄,朱媛媛,梁冠华,辛柏青"
十大奇冤,4.0分,"主演张卫健,黄志忠,文颂娴,吕一"
义海,2.0分,"主演李健,林江国,韩宇辰,王珂"
兵临城下2010,4.0分,"主演于和伟,王媛可,潘虹"
海上孟府,4.0分,"主演段奕宏,章婷婷,廖凡,陈冲"
宫锁连城,1.0分,"主演陆毅,袁姗姗,杨蓉,戴娇倩"
包公出巡之明镜高悬,5.0分,"主演金超群,焦恩俊,孙兴,范鸿轩"
闯关东,1.0分,"主演李幼斌,萨日娜,宋佳,牛莉"
东游记,1.0分,"主演马景涛,郭妃丽,郑秀珍,谢韶光"
寒武纪变速版,4.0分,"主演周雨彤,侯明昊,贺军翔,秦汉"
黑玫瑰,4.0分,"主演于震,陈紫函,赵雪莲"
箭在弦上,4.0分,"主演蒋欣,靳东,潘之琳,陈龙"
决战江桥,5.0分,"主演李幼斌,施京明,王祉萱,米学东"
离婚前规则,4.0分,"主演贾乃亮,白百何,高露,是安"
孝庄秘史,5.0分,"主演宁静,马景涛,刘德凯,邬倩倩"
雪豹坚强岁月,5.0分,"主演张若昀,高洋,毛晓彤,吴承轩"
中国刑警,5.0分,主演马晓伟/席与立/王奎荣/于荣光
长沙保卫战,2.0分,"主演张丰毅,郑昊,徐永革,佟瑞欣"
军旗飘扬,1.0分,"主演夏雨,高峰,马苏"
大村官之放飞梦想,3.0分,"主演贺刚,刘流,王力可,邵峰"
王大花的革命生涯,5.0分,"主演闫妮,张博,高峰,辛芷蕾"
独家记忆,5.0分,"主演张超,李婷婷,陈博豪,孙嘉灵"
奈何boss要娶我,2.0分,"主演徐开骋,王双,易柏辰,杨昊铭"
大波,4.0分,"主演郑凯,韩雯雯,王婉中,夏侯云姗"
殊死七日,1.0分,"主演吴健,田璐菡,徐黄丽 Huangli Xu"
边陲迷雾,2.0分,"主演温峥嵘,刘冠成,刘金山,马藜"
终极教师2,4.0分,"主演李柏谊,孙佳奇,刘颖伦,郭云齐"
非缘勿扰,2.0分,"主演苏有朋,秦岚,肖光奕,傅艺伟"
终极教师,1.0分,"主演高远,涂黎曼,王艺凝,李文骁"
镇灵攻略,4.0分,"主演符龙飞,洪冰瑶,邓宁,洪士雅"
骄阳似火,3.0分,"主演邝晓彤,赵今夏,徐瑞霖,舒贵霖"
绝世千金第一季,3.8分,"主演龚俊,郑湫泓,方逸伦,余凯宁"
绝世千金第二季,5.0分,"主演龚俊,郑湫泓,方逸伦,余凯宁"
皓镧传,4.0分,"主演吴谨言,茅子俊,聂远,海铃"
花漾天海第二季,3.0分,"主演秦语,白翔,王艺明,王今铎"
荡寇,1.0分,"主演李茂,蓝盈莹,姜帆"
草根王,5.0分,"主演王志飞,刘蓓,张国立"
顾乐家的幸福生活,5.0分,主演张国强 张子枫 姜鸿波 翁家明 李玥
欢天喜地俏冤家,2.0分,"主演李易峰,颖儿,徐冬冬,叶祖新"
大明宫词,3.0分,"主演陈红,归亚蕾,周迅,赵文瑄"
女人进城,1.0分,"主演李菁菁,秦卫东,王洪梅,潘雨辰"
器灵第一季,2.0分,"主演彭昱畅,陈若轩,孙雪宁,伊丹·爱莉"
复婚,3.0分,"主演陈小艺,许亚军,胡可,王千源"
欢天喜地对冤家,5.0分,"主演姚晨,王海地,何晶晶,赵洪纪"
锦绣缘华丽冒险,5.0分,"主演黄晓明,陈乔恩,乔任梁,谢君豪"
龙巡天下,2.0分,"主演王灿,周明增,曾安琪,吴皓升"
龙游天下,3.0分,"主演王灿,曾安琪,齐千郡,沈世朋"
武陵山剿匪记,5.0分,"主演储智博,岳红,颜彼德,陈述"
小菊的春天,4.0分,"主演王传一,颖儿"
新方世玉,5.0分,"主演赵文卓,刘雪华,王惠春,黄仲昆"
怒晴湘西,5.0分,"主演潘粤明,高伟光,辛芷蕾,曹卫宇"
水浒传1998,5.0分,"主演李雪健,宁晓志,周野芒,臧金生"
上将洪学智,3.0分,"主演姚刚,张晶晶"
女主播风云,2.0分,"主演于越,果靖霖,边潇潇,郑玉"
有房有车第二季,4.0分,"主演闫薇儿,孙涛,苏晔,刘洋子"
苍穹之昴,4.0分,"主演田中裕子,殷桃,周一围,余少群"
不要和陌生人说话,4.2分,"主演冯远征,梅婷,王学兵,董晓燕"
国家宝藏之觐天宝匣,4.0分,"主演于明加,王千源"
四大萌捕,2.0分,"主演周韦彤,李佑晨,谈莉娜,张小格"
我的孩子我的家,2.0分,"主演刘佩琦,萨日娜,徐玉琨"
思美人,2.0分,"主演马可,张馨予,乔振宇,易烊千玺"
那金花和她的女婿,3.5分,"主演何赛飞,胡亚捷,何琳,曹翠芬"
天狼星行动,4.0分,"主演周知,刘恩佑,梁爱琪,张光北"
行走的鸡毛掸子,4.0分,"主演寇世勋,潘虹,霍青,曹曦文"
产科男医生,4.0分,"主演李小璐,贾乃亮,朱铁,郭凯敏"
火力少年王第一部,4.0分,"主演张逸凡,陈伟栋,陆梦馨"
火力少年王第二部,2.0分,"主演张逸凡,陆梦馨,吴紫彤"
火力少年王第三部,3.0分,"主演唐沸潮,郭鑫,宋文超"
火力少年王第四部,5.0分,"主演唐沸潮,何育骏,王萍,李硕然"
火力少年王第五部,3.0分,主演内详
女人的战争,4.0分,"主演胡静,潘虹,王新军"
平凡的世界,3.0分,"主演佟丽娅,袁弘,王雷,李小萌"
新白发魔女传,5.0分,"主演吴奇隆,马苏,樊少皇,郭珍霓"
家事无理,1.0分,"主演彭玉,牛飘,刘敏"
绝不放过你,1.0分,"主演任程伟,潘雨辰,赵恒煊,杜源"
不是不想嫁,1.0分,"主演张俪,涂松岩,任伟,张璇"
侠客行,1.0分,"主演吴健,周莉,章艳敏,邓嘉"
暗宅之谜,2.0分,"主演房子斌,梁爱琪,苏廷石,宫景华"
利箭行动,1.0分,"主演吴晓敏,于震,杨烁,刘萌萌"
温暖的村庄,1.0分,"主演范明,谢园,岳红,马浩博"
摩登新人类,2.0分,"主演胡歌,陈意涵,陈柏霖,马思纯"
最动听的事,3.0分,"主演王以纶,赵露思,戴卓凝,张炯敏"
招摇DVD版,4.0分,"主演白鹿,许凯,代旭,肖燕"
逗爱男女第一季,3.0分,"主演赵圆圆,沈浩"
圆梦大师,4.0分,主演内详
沧海游龙,4.0分,"主演沙溢,张敏,吴孟达,张佳楠"
大西南剿匪记,5.0分,"主演马苏,柳云龙,魏宗万,申军谊"
铁血使命,2.0分,"主演景珂,王新,王艺霖,蒲冰墨"
英雄使命,4.4分,"主演王珂,王新,周楚濋,林爽"
周恩来在重庆,5.0分,"主演刘劲,马晓伟,唐国强"
众王驾到之我的王,3.0分,主演代文雯 / 高泰宇 / 刘钊宏 / 高基才 / 曹斐然
代号九耳犬,4.0分,"主演陈冠霖,万美汐,梁俊一,毛晓彤"
十二生肖传奇,1.0分,"主演郭品超,陈浩民,李曼,于娜"
专业闹着玩第二季,1.0分,主演内详
八分钟的温暖,2.0分,"主演陈汛,丁禹兮,姜卓君,朱丹妮"
天下无诈,4.0分,"主演郭晓东,徐悦,王茜,巴图"
使命,4.0分,"主演张嘉译,刘钧,谢钢,徐敏"
孩事那回事之爆裂大事件,5.0分,主演内详
我的亲爹和后爸,2.0分,"主演张译,张国立,李建义,姚远"
暖暖的幸福,2.0分,"主演黄曼,涂松岩,赵淑珍,徐申东"
包三姑外传,5.0分,"主演李绮虹,陈浩民,于波,张檬"
保密局的枪声,2.0分,"主演谢君豪,张正阳,刘威葳"
贞观长歌,1.0分,"主演唐国强,张澜澜,聂远,白庆琳"
少林小英雄,4.0分,"主演郝怡霖,释小松,刘大刚,谢小雨"
武松2013,4.0分,"主演游大庆,潘长江,汤镇业,李永林"
幸福36计,5.0分,"主演罗晋,焦俊艳,闫学晶,杜源"
我的奇妙男友,2.0分,"主演吴倩,金泰焕,沈梦辰,李昕亮"
大城小爱第二季,2.0分,"主演晏维,潘潘,冯青,谢绿路"
喋血孤岛,2.0分,"主演隋俊波,刘恺威,端木崇慧,林杰妮"
我爷爷和奶奶的故事,4.0分,"主演董璇,朱泳腾,李雅希,马薇"
永乐英雄儿女,2.0分,"主演刘晓庆,唐国强,刘涛,保剑锋"
中国式关系,4.0分,"主演陈建斌,马伊琍,胡可,赵立新"
大唐女巡按,4.0分,"主演钟欣潼,陈浩民,王姬,汤怡"
都市妖奇谈,1.0分,"主演王艺嘉,郑雅文,张彬彬,杨世瀚"
怒火英雄,4.0分,"主演王雷,邓家佳,霍政谚,乔乔"
国宝奇旅,1.0分,"主演刘烨,袁姗姗,张瑞涵,秦杉"
天真派：武林外传,4.2分,"主演郭飞歌,陈禹同,陈舒宜,王舒瑶"
老师晚上好,2.0分,主演李东健 关晓彤
落跑甜心,4.0分,"主演陈翔,武艺,姜潮,陈骁"
真爱谎言,2.0分,"主演薛凯琪,李易峰,潘虹,李宗翰"
白蛇传2006,1.0分,"主演刘涛,潘粤明,陈紫函,刘小锋"
和婆婆一起出嫁,2.0分,"主演丁柳元,罗刚,岳跃,蒋宝英"
皇宫宝贝,1.0分,"主演李小冉,邵峰,戴春荣,范冰冰"
男人帮,1.0分,"主演孙红雷,黄磊,汪俊,王珞丹"
女人花2007,1.0分,"主演刘涛,秦海璐,冯绍峰,黄宥明"
天龙八部钟汉良,3.0分,"主演钟汉良,金起范,金铭,张檬"
铁血征途,2.0分,"主演林江国,王韦智,高姝瑶,吴其江"
逗爱男女第二季,2.0分,主演沈浩/赵圆圆/金士杰
主妇也要拼,4.0分,"主演曾黎,范明,代乐乐,大左"
烽火线,3.0分,"主演何云龙,闵春晓,王路,过齐鸣"
三少爷的剑,3.0分,"主演何中华,俞飞鸿,陈龙,陈继铭"
神圣使命,2.0分,"主演张嘉译,林龙麒,黄曼,赵小锐"
我们的知青年代,5.0分,"主演许亚军,丁嘉莉,易飞"
我是业主,2.0分,"主演张嘉译,王海燕,刘金山,田小洁"
愚公移山,2.0分,主演赵恒煊/谢兰/杜源/沈丹萍
越王勾践,1.0分,"主演陈宝国,周扬,鲍国安,尤勇"
萌学园第一季,2.0分,"主演蔡颐榛,博焱,曾子馀"
萌学园第二季,2.0分,"主演博焱,蔡芷纭,蔡宜臻,阿本"
萌学院第三季,3.0分,"主演博焱,曾子馀,蔡芷纭"
萌学园第四季,1.0分,"主演利昂霖,刘书宏,傅小芸,林奕勋"
萌学园第五季,5.0分,"主演李昂霖,刘书宏,林奕勋,阿本"
萌学园第六季,5.0分,"主演李昂霖,刘书宏,林奕勋,阿本"
杀手护卫队,2.0分,主演黄启航/高天景/胡文珊
雪地娘子军,3.0分,"主演王笛,邱胜翊,曹磊,牛宝军"
我的岳父会武术,1.0分,"主演宋丹丹,倪大红,肖央,王太利"
红蜘蛛第一部,5.0分,"主演李婷,史可,刘冠军"
红蜘蛛第二部,1.0分,"主演史兰芽,李颖,高宏亮,董勇"
红蜘蛛第三部,2.0分,"主演白凡,秦丽,贾青,李梦男"
独孤皇后,4.0分,"主演陈乔恩,陈晓,戚迹,海陆"
失控,3.0分,"主演李李仁,贾景晖,宁理,赵蕴卓"
错落的音符,3.0分,主演内详
逆流而上的你,5.0分,"主演马丽,潘粤明,孙坚,李乃文"
逆流而上的你DVD版,4.0分,"主演马丽,潘粤明,孙坚,李乃文"
有房有车第三季,1.0分,"主演闫薇儿,孙涛,苏晔,刘洋子"
新审死官,4.0分,"主演郭晋安,佘诗曼,薛佳凝,姚奕辰"
彗星来的那一夜,2.0分,"主演符龙飞,汤梦佳"
刘家媳妇,5.0分,"主演闫学晶,吴其江,李静,王红梅"
皇朝太医,3.0分,"主演孙耀威,任泉,罗海琼,李立群"
金剑雕翎2003,2.0分,"主演黄坤玄,罗海琼,于荣光,连奕名"
乱世豪情,5.0分,"主演车晓,刘威葳,胡海锋,宗平"
三揭皇榜,3.0分,"主演徐峥,王刚,曾宝仪,祁艳"
天网追踪,4.0分,"主演周安东,梁秋予,赵成顺,王耀辉"
我是杜拉拉,1.0分,"主演王耀庆,戚薇,朱泳腾,袁冰妍"
甜心软糖第一季,5.0分,"主演马倩倩,郑鹏,王文轩,周慧"
我的奇妙男友2之恋恋不忘,3.0分,"主演披拉·尼迪裴善官,虞书欣,李歌洋,田依桐"
东宫,5.0分,"主演彭小苒,陈星旭,王志飞,斯琴高娃"
碧血书香梦,2.0分,"主演张檬,韩栋,蒋冰,巍子"
大汉情缘之云中歌,2.0分,"主演杨颖,杜淳,陆毅,陈晓"
寒山令,1.0分,"主演李健,许亚军,宋运成,李菁菁"
嫁个老公过日子,4.0分,"主演陈乔恩,张译,蔡明,朱锐"
钱多多嫁人记,4.0分,"主演李小冉,朴海镇,张俪,黄小蕾"
潜行者2015,4.0分,"主演翟天临,江铠同,娄宇健,何明翰"
小儿难养,1.0分,"主演陈思诚,宋佳,王维维,彭冠英"
封神榜傅艺伟版,1.0分,"主演傅艺伟,达奇,蓝天野,何威,雷长喜,张晓林,汤镇宗,魏启明,卢玲,计镇华,施正泉,乔奇,王正伟,朱伟忠,李建华,余华东,王若荔,徐娅,夏莎莎,符冲"
绝命鸳鸯,2.0分,"主演吴京,季芹,陈俊生,张恒"
萌宠君之狐系男友,5.0分,主演胡潇灵 张飞飞
好大一个家,2.0分,"主演陈佩斯,杨立新,刘蓓,白玉"
老大的幸福,2.0分,"主演范伟,孙宁,孟广美,金巧巧"
女人的村庄,4.0分,"主演王茜华,闫学晶,黄晓娟,王伟"
誓言无声,1.0分,"主演高明,赵峥,王海燕,周显欣"
一见不钟情,1.0分,"主演杨丞琳,郑恺,杨壹童,张勋杰"
大男当婚,2.0分,"主演徐峥,宋佳,梅婷,张歆艺"
家有儿女,5.0分,"主演宋丹丹,高亚麟,张一山,杨紫"
裸婚,1.0分,"主演王斑,马雅舒,迟蓬,高宝宝"
上海，上海,1.0分,"主演段奕宏,吴秀波,左小青,赵峥"
神厨,1.0分,"主演邢岷山,程前,林心如,达式常"
天地传奇,3.0分,"主演焦恩俊,何琳,曹荣"
天真遇到现实,1.0分,"主演林永健,陈数,王龙华,代乐乐"
忠诚2001,5.0分,"主演张国立,焦晃,刘蓓,张安安"
另一种灿烂生活,5.0分,"主演江铠同,朴海镇,张达明,韩承羽"
诡使神差,5.0分,"主演冯建宇,彭渤 ,王蕴凡,陶思源"
薛定谔的猫,1.0分,"主演马瑞男,苏诗丁,孙天宇,周梓琦"
大唐芙蓉园,3.0分,"主演范冰冰,赵文瑄,马仑"
铁将军阿贵,3.0分,"主演孙兴,曹颖,张铁林,王刚"
刑警博客,5.0分,"主演王紫逸,张殿伦,翟天临,王诗槐"
如懿传精华版,3.0分,"主演周迅,霍建华,张钧甯,李纯"
奔月,4.0分,"主演范文芳,李铭顺,温峥嵘,连凯"
命案十三宗,1.0分,"主演刘威葳,李进荣"
小戏骨：西游记之红孩儿,2.0分,"主演周冉,周柯伊,陶冰蓝,钟奕儿"
大唐魔盗团,1.0分,"主演吴优,张锦程,葛铮,张承"
曹老板的十八个秘书,1.0分,"主演任程伟,张恒,句号,苏岩"
石破天惊,3.0分,"主演刘之冰,王茜华,孙思翰"
猎人笔记之谜,2.0分,主演内详
新女驸马,5.0分,"主演黄奕,乔振宇,王斑,阿斯茹"
老中医,2.0分,"主演陈宝国,冯远征,许晴,陈月末"
芝麻胡同,3.0分,"主演何冰,王鸥,刘蓓,冯文娟"
英雄诀,3.0分,"主演宁静,张睿,吕良伟,杜志国"
结婚为什么,5.0分,"主演姚笛,吴卓羲,任重,李岷城"
野鸭子,3.0分,"主演曹曦文,张桐,李颖,郭东文"
野鸭子2,3.0分,"主演曹曦文,张桐,蒋方婷,李心敏"
一不小心爱上你2010,3.0分,"主演张翰,丹尼斯·吴,江铠同,邓家佳"
带泪梨花之美丽重生,1.0分,"主演司光敏,弼祺,李艳冰"
仙女湖,1.0分,"主演贡米,陈龙,恬妞,莫少聪"
恩情无限,2.0分,"主演陈锐,涂黎曼,迟蓬,崔林"
大侠黄飞鸿,5.0分,"主演柯达,刘循子墨,孔连顺,张本煜"
家和万事兴之情归龙年,3.0分,"主演赵本山,范伟,郭达,白珊"
懒人美食日记,2.0分,"主演郭品超,吴映洁,余心恬"
末路天堂,1.0分,"主演任程伟,张国强,罗海琼,黄渤"
男人不醉,5.0分,"主演章涛,张墨锡,纪亚文,佟晨洁"
小饭桌的故事,1.0分,"主演姜超,马恩然,徐黄丽,江昊桐"
能耐大了,5.0分,"主演张鹤伦,栾云平,杨九郎,孟鹤堂"
马大帅第三部,3.0分,"主演赵本山,孟真,范伟,王雅捷"
皮五传奇,3.0分,"主演黄志忠,柯蓝,洪剑涛,练束梅"
妻子的谎言,2.0分,"主演贾青,张晓龙,邱胜翊,徐璐"
牵挂,3.5分,"主演张国强,牛莉,刘威,刘芸"
小戏骨：三笑寻亲记,4.0分,"主演肖杨博涵,钟奕儿,李俊豪,李欣怡"
墓道,3.5分,"主演杨新鸣,曲国强,姚星彤,谭希和"
黄金瞳,5.0分,"主演张艺兴,王紫璇,王栎鑫,李立群,陈泇文,孟阿赛,泓萱,石兆琪,洪剑涛,王茜,薛皓文,张帆,盖雨嘉,王闯,左金珠,何育骏,窦柏林,韩童生,史航,谭凯"
开国前夜,4.0分,"主演黄志忠,张峻宁,王奎荣,谢君豪"
宰相刘罗锅,4.0分,"主演李保田,张国立,王刚,邓婕"
寻找倾城时光,3.0分,主演戴安娜，薛亦伦，蓝波
倚天屠龙记2019,3.0分,"主演曾舜晞,陈钰琪,祝绪丹,李东学"
爹妈满院,1.0分,"主演赵本山,小沈阳,沈春阳,宋小宝"
你是我的亲人,2.0分,"主演刘蓓,姚橹,孔琳"
镇灵攻略第二季,1.0分,"主演符龙飞,洪冰瑶,邓宁"
冰糖葫芦,4.0分,主演张光北 / 许还山 / 林连昆 / 冯恩鹤 / 周琦
小丈夫,2.0分,"主演俞飞鸿,杨玏,张萌,田雨"
夺命追捕,1.0分,"主演孙耀威,隋俊波,华子,陶为"
西南大劫案,2.0分,"主演雷汉,李虎城,柴鸥,方勇"
都挺好,5.0分,"主演姚晨,倪大红,郭京飞,杨祐宁"
那样芬芳,1.0分,"主演宋佳,郭京飞,耿乐,冯雷"
编辑部的故事,2.0分,"主演葛优,张瞳,侯耀华,吕丽萍"
编辑部的故事贺岁片,4.0分,"主演葛优,吕丽萍,侯耀华,吕齐"
热血尖兵,3.0分,"主演王紫逸,张宁江,宣言,洪涛"
冷案,4.0分,"主演李媛,施诗,王雨,陈牧扬"
产科医生,4.0分,"主演佟丽娅,王耀庆,朱锐,张小磊"
光荣大地,4.0分,"主演巍子,姚笛,杜源,赵龙豪"
七种武器之孔雀翎,1.0分,"主演释小龙,穆婷婷,于波,王建福"
杀寇决,4.0分,"主演张一山,战菁一,刘威,柏智杰"
人见人爱2014,4.0分,"主演沈腾,张子栋,刘小光,赵丹"
最后一个女神,3.0分,主演内详
郭小宝和周老财,1.0分,"主演范伟,毛孩,张一鸾,顾宇峰"
大秦直道,4.0分,"主演寇世勋,杨幂,张璇,吴京安"
红楼背后,2.0分,主演斯琴高娃 侯勇 魏子
掌门女婿,1.0分,"主演张译,曹炳琨,徐梵溪,曹艳艳"
大染坊,4.0分,"主演侯勇,罗刚,萨日娜,刘奕君"
我和她的传奇情仇,1.0分,"主演颜丹晨,李健,史光辉,侯长荣"
永远的母亲,3.0分,"主演陈瑾,施京明,谢刚,卢琳"
聊斋二,1.0分,"主演严屹宽,李黎,韩雪,骆达华"
长缨在手,1.0分,"主演许晴,陈小春,邵兵"
夜行人第一季,2.0分,"主演张翔,王靓雅,蒋中伟"
夜行人第二季,1.0分,"主演张翔,王靓雅,蒋中伟"
超能写手免费版,2.0分,"主演蔡紫,张朋,郝劭文,徐志辉"
胜女的代价,5.0分,"主演张翰,陈乔恩,高以翔,张檬"
胜女的代价第二部,4.0分,"主演张翰,郑爽,江语晨,乔任梁"
